record_id,thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,station_code,ingest_marker,calibration_tag,diagnostic_noise,thermoreg_reading_fahrenheit
P67238190,53.2,117.0,3.3000000000000003,-1.0,c5,3.0,0.0,1,Z-TJA,1.0,A,-1.1917568940424663,35.37597347378772
P91519760,35.300000000000004,31.0,-0.0,-2.3000000000000003,c2,1.0,1.0,0,Z-PFU,1.0,A,-1.1201388171688915,15.328193765099408
P11866078,42.6,101.0,3.7,-2.9000000000000004,c1,2.0,1.0,1,Z-KVY,1.0,A,-0.0584024248809871,23.492691033139614
P49091577,61.0,88.0,,-11.0,c1,4.0,0.0,0,Z-SCG,1.0,A,-0.355777437882457,44.165132355740965
P26531736,64.8,166.0,-3.0,-6.7,c5,2.0,1.0,1,Z-CBN,1.0,A,1.46580185487126,48.42391116026404
P80491875,40.400000000000006,73.0,7.300000000000001,3.0,c3,5.0,1.0,0,Z-UPK,1.0,A,-1.1256667164398366,
P70281641,47.5,135.0,4.2,3.9,c3,4.0,1.0,0,Z-GZJ,1.0,A,-0.6300596326487998,
,50.5,95.0,-5.5,,c2,2.0,0.0,1,Z-ZCN,1.0,A,-0.490874934060395,32.383602707708356
P82727949,64.4,118.0,34.0,,c2,3.0,1.0,0,Z-RCB,1.0,A,0.7176653467427612,48.03104234823411
P69818061,46.2,117.0,0.1,-5.7,c2,3.0,0.0,0,Z-GUI,1.0,A,-0.1156153756694009,
P79047837,46.3,102.0,3.5,-1.4,c3,3.0,0.0,0,Z-DSO,1.0,A,-0.7785856962077794,27.708043792700497
P63000236,62.6,119.0,-2.1,3.3000000000000003,c2,3.0,0.0,0,Z-LCF,1.0,A,0.644841693090013,45.93853002616576
P71514478,47.2,84.0,3.5,4.1000000000000005,c1,2.0,0.0,0,Z-TBO,1.0,A,0.5526241784608367,28.626897625535676
P79760172,,99.0,3.2,7.300000000000001,c2,5.0,0.0,0,?,1.0,A,-1.7662956685531286,
P32867928,38.3,144.0,2.8000000000000003,8.3,c3,1.0,1.0,0,Z-FYK,1.0,A,1.1352529205307933,18.705713313988152
P39531995,48.8,53.0,5.5,0.5,c1,3.0,0.0,1,Z-RCQ,1.0,A,0.4117103586689526,30.458905303169065
P98906015,36.9,46.0,1.1,2.9000000000000004,c2,1.0,0.0,0,Z-CZX,1.0,A,0.0164300490383768,
p64087209,41.7,118.0,4.0,-1.9,c1,3.0,0.0,1,Z-EAH,1.0,A,0.3580023315123264,22.501095971398662
P15084357,56.900000000000006,141.0,-1.6,1.4,c4,2.0,1.0,0,Z-ZQH,1.0,A,2.8323581189885747,
P91911239,49.8,,2.8000000000000003,4.3,c2,1.0,0.0,1,Z-OGV,1.0,A,0.4586240455244706,31.550851480219585
P27139586,47.6,,4.5,-6.6000000000000005,c3,1.0,1.0,0,Z-MGY,1.0,A,-0.277554816878776,29.12804833502323
,44.2,125.0,4.7,4.2,c2,5.0,0.0,0,Z-GHN,1.0,A,-0.4214542989328778,25.26125338417174
P82584987,48.400000000000006,69.0,4.1000000000000005,-1.7000000000000002,c4,1.0,0.0,1,Z-MKO,1.0,A,-0.8043621169620627,30.014095340828455
P31480526,52.6,91.0,-2.2,-5.0,c5,2.0,1.0,1,Z-FSD,1.0,A,1.661252681336562,34.71001850390624
P50640477,,116.0,4.800000000000001,-0.2,c1,3.0,,1,Z-BQB,1.0,A,2.480817708925846,40.846245858155854
P97282680,29.1,36.0,0.8,2.9000000000000004,c1,1.0,1.0,0,Z-TMR,1.0,A,0.96445944395787,8.37367984312878
P28503143,43.5,114.0,6.1000000000000005,0.8,c3,5.0,0.0,0,Z-IXC,1.0,A,0.5806099607415436,24.514149431634713
?,51.400000000000006,,4.1000000000000005,-3.4000000000000004,c3,1.0,0.0,0,Z-OXJ,1.0,B,1.7093064766387296,33.43186617970105
P60437578,49.400000000000006,75.0,6.7,0.9,c2,5.0,0.0,1,Z-LOO,,A,-0.6693703689361556,31.110231956339423
p67362455,,84.0,5.0,1.8,c2,1.0,1.0,1,Z-UKQ,1.0,A,0.1636210158031875,35.63038618274052
P41383401,52.3,139.0,7.1000000000000005,6.4,c3,3.0,,0,Z-JZF,1.0,A,0.7295322753403695,34.407862575138985
P33101848,47.7,89.0,0.9,4.2,c3,4.0,1.0,0,Z-RNU,1.0,A,0.122675617590166,29.256189233059334
P47817789,45.900000000000006,,4.7,4.7,c2,1.0,1.0,0,Z-QVQ,,A,0.7506629367459541,27.258321236115407
P18467817,48.2,,,3.8,c1,4.0,1.0,1,Z-WQA,1.0,A,-1.1650343383268755,
P23436590,59.400000000000006,69.0,0.3,1.8,c5,3.0,0.0,1,Z-IOL,1.0,A,-1.9974928572831945,42.33868114840469
P61249239,44.3,111.0,1.1,2.9000000000000004,c2,3.0,0.0,0,Z-MMK,1.0,,,
P95968590,49.7,128.0,-0.4,2.4000000000000004,c1,2.0,0.0,1,Z-WKR,1.0,A,-0.5622079237113369,31.4347394917044
p29129971,51.6,153.0,3.6,12.1,c5,2.0,0.0,0,Z-AJK,1.0,A,1.3323893821266164,33.65007992598579
P11570696,62.6,70.0,5.6000000000000005,,c3,4.0,1.0,0,Z-HHL,1.0,A,0.6726804787474164,46.04315836887013
P80776040,47.8,,4.4,3.5,c2,1.0,1.0,0,Z-ZTF,1.0,A,-1.4859929757403716,29.29722567587318
P12663499,57.8,131.0,-1.5,-4.9,c3,2.0,0.0,0,Z-BZG,1.0,A,0.5465127883883333,
P51543496,60.0,,0.7000000000000001,0.3,c1,2.0,1.0,1,Z-FUF,1.0,A,-0.719933216593235,43.0878146293852
P46864911,49.6,61.0,5.800000000000001,8.3,c2,2.0,1.0,1,,1.0,A,-2.795485199840633,31.426211615084167
P34279259,48.5,100.0,2.3000000000000003,-4.800000000000001,c1,2.0,0.0,0,Z-VWH,1.0,A,2.095848593209941,30.10352918830914
P38077764,47.5,84.0,0.5,4.2,c4,1.0,0.0,0,Z-PZL,1.0,A,0.8803011601797901,
P11060788,48.1,63.0,29.000000000000004,-0.9,c1,,1.0,1,Z-FFD,1.0,A,-0.5435799681208033,29.69759179181676
p41982020,57.0,110.0,-0.7000000000000001,-3.2,c1,3.0,1.0,1,Z-WFY,1.0,A,-0.2424500761145997,
P72280622,52.0,119.0,-1.7000000000000002,-0.9,c1,3.0,1.0,1,Z-NLB,1.0,A,1.65678365949432,34.07908979529962
P98861628,52.0,108.0,6.9,2.2,c2,5.0,1.0,0,Z-XYD,1.0,A,0.5468239105612172,34.117607382528824
P67284478,41.2,,15.0,1.6,c1,3.0,0.0,1,Z-HLH,1.0,A,2.7497254122082797,21.872988406581484
P60441219,42.400000000000006,99.0,,-8.3,c2,3.0,1.0,0,Z-HPV,1.0,A,0.1384504478315399,
P82467670,67.3,84.0,3.9,5.5,c3,1.0,0.0,0,Z-RVH,1.0,A,-1.0964782119317102,51.29102142299282
P59632836,48.7,97.0,1.8,0.8,c1,4.0,1.0,1,Z-XEV,1.0,A,,30.399568472401793
P44488208,44.0,96.0,2.7,0.7000000000000001,c4,3.0,0.0,0,Z-CGR,1.0,A,1.1971686895632627,
P57373215,61.6,110.0,5.0,3.9,c4,4.0,0.0,0,Z-JFX,1.0,A,0.6485221833145852,
P92341630,52.400000000000006,82.0,5.4,,c1,2.0,1.0,1,Z-BGQ,1.0,A,-0.4377446287033997,34.53627693815197
P64591264,54.8,88.0,5.0,4.6000000000000005,c1,,0.0,1,Z-BXI,1.0,A,-0.8828628808757099,37.20339425178069
,49.1,91.0,6.0,2.8000000000000003,c2,4.0,0.0,1,Z-MSJ,,A,0.385158992464816,
P65275089,47.6,121.0,3.2,-0.0,c1,2.0,0.0,1,Z-GTE,1.0,A,1.0380140649213367,29.131942184808764
P92693652,48.8,139.0,3.3000000000000003,-6.2,?,3.0,0.0,0,Z-WWQ,1.0,A,1.952070075296111,30.473722647524387
P51087832,39.1,117.0,0.2,4.4,c2,1.0,0.0,1,Z-EOB,1.0,A,-1.4947096902532242,19.555356467312357
p78824052,49.5,57.0,1.2000000000000002,-5.5,c3,2.0,0.0,0,Z-MVG,1.0,A,-0.8097121069332203,31.20865331522092
P75765783,52.5,79.0,1.1,6.2,c3,2.0,1.0,0,Z-SOK,1.0,A,0.2153162776610316,34.66429769338355
p19213537,65.0,143.0,-3.2,-5.4,c4,,0.0,0,Z-DBL,1.0,A,-0.0437202446668635,48.654169104593784
P11796078,50.8,137.0,0.8,4.2,c3,1.0,0.0,0,Z-NIX,1.0,A,-0.4318376699700908,32.77399158504694
p98842933,31.5,216.8507951103179,3.5,5.9,c1,4.0,0.0,1,Z-ZLI,1.0,A,0.4050434060119769,10.992406620107252
P81639162,49.400000000000006,104.0,-0.9,1.6,c1,4.0,1.0,1,Z-SDX,1.0,A,-1.0139705997695092,31.154131104938408
P18079462,72.10000000000001,107.0,17.0,0.1,c3,5.0,0.0,0,,1.0,A,-2.3768183620472527,56.65553719797475
P20602842,,120.0,-0.4,-7.1000000000000005,c3,5.0,0.0,0,Z-OUM,1.0,A,1.340336610047482,39.79729611486536
P77596639,43.7,72.0,,-1.0,c3,3.0,1.0,0,Z-IUI,,A,-0.5755159826889091,24.701999505722704
P70434099,54.900000000000006,113.0,4.5,1.0,c2,4.0,1.0,1,Z-XEM,1.0,A,-0.7842907697815288,37.31995862987501
,44.2,58.0,-4.1000000000000005,-5.6000000000000005,c3,3.0,0.0,0,Z-OLV,1.0,A,0.7265361174909492,25.321879175992336
P85856630,39.3,38.0,-4.9,-11.1,c5,4.0,0.0,0,Z-XNW,1.0,B,0.5366356814190929,19.815732324078283
,47.400000000000006,179.0,1.7000000000000002,-1.3,c1,3.0,0.0,0,Z-HFS,1.0,A,-0.9974370663852602,28.86467573089335
P89014061,50.900000000000006,103.0,1.8,-12.4,c1,4.0,1.0,0,Z-GMR,1.0,A,1.1092759922443904,
P85332196,35.2,133.0,-0.1,-3.0,c5,2.0,0.0,1,Z-SAE,1.0,A,-0.277342846975094,15.150600478099438
P30617391,41.0,126.0,0.2,-0.9,c4,4.0,1.0,1,Z-NNG,1.0,A,0.3493200797384151,21.65756638515228
P20614486,50.2,56.0,4.2,-1.2000000000000002,c1,3.0,0.0,1,Z-KYX,1.0,A,0.1666249631679616,32.093020068641195
P75373508,46.900000000000006,105.0,5.300000000000001,1.9,c2,2.0,0.0,1,Z-HSH,1.0,A,0.9988009186622112,28.326441416099417
P39207663,53.3,71.0,3.8,2.4000000000000004,c3,4.0,1.0,0,Z-UWS,1.0,A,1.0381654416470123,35.55330144031482
P83145288,40.400000000000006,76.0,1.3,3.8,c1,2.0,0.0,1,Z-PGR,1.0,A,0.0122216483747145,21.067985054222945
?,55.900000000000006,59.0,-1.3,,c1,3.0,0.0,1,Z-COZ,1.0,A,-0.0673878047387115,38.427023736979706
P42895061,40.7,42.0,3.3000000000000003,2.6,c1,4.0,1.0,1,Z-UIT,1.0,A,1.817055650495589,21.346168126458245
P52973435,,100.0,-0.2,-1.9,c2,4.0,0.0,0,Z-VQF,1.0,A,-0.7963794733565286,46.78460871743867
P42238081,36.4,63.0,4.7,4.0,c1,4.0,0.0,1,Z-PGM,1.0,B,-1.3027341092508375,
P23777475,41.400000000000006,87.0,6.300000000000001,11.5,c1,3.0,0.0,0,Z-XOP,1.0,A,-0.0371216641879369,
P67153744,53.5,78.0,3.9,3.9,?,3.0,1.0,1,Z-LHL,1.0,A,-0.94085056987266,35.756337227286465
P17817138,63.5,127.0,-2.4000000000000004,-2.6,c3,5.0,1.0,0,Z-GJR,1.0,A,-0.3809258268701587,46.97809926347874
P15687911,,135.0,4.5,6.9,c4,1.0,1.0,0,Z-YQZ,1.0,A,0.7903730012890969,34.83538732504554
P21070149,54.7,115.0,6.5,4.3,c3,4.0,1.0,0,Z-GHA,1.0,A,2.91625931101686,37.06572128164152
P88126031,50.3,99.0,2.0,-3.5,c1,1.0,0.0,1,Z-ECW,1.0,A,1.010590119255549,32.15783211505752
P19521792,41.900000000000006,96.0,0.7000000000000001,1.0,c5,3.0,1.0,1,Z-WNK,1.0,A,-0.5751366574909649,22.76241391296326
P25582043,46.2,55.0,7.4,,c5,2.0,0.0,1,Z-RFS,1.0,A,-0.5830330106638121,27.588754865845587
P42118647,40.5,110.0,-2.3000000000000003,-4.6000000000000005,c1,4.0,0.0,1,Z-KHU,1.0,A,-1.1504286617639767,21.092812520168508
P19159927,39.900000000000006,51.0,0.5,1.1,c5,1.0,1.0,1,Z-TWE,1.0,A,0.3304315222272677,20.49161029000815
P79893074,53.400000000000006,148.0,4.3,-5.5,c2,4.0,0.0,0,Z-KOW,1.0,A,1.8031029481417,35.61574027387772
P78081227,41.2,106.0,4.1000000000000005,-0.3,c1,3.0,1.0,1,Z-RRL,1.0,A,0.1328266990537948,21.891398161208343
p50762765,52.7,120.0,0.3,-5.1000000000000005,,2.0,1.0,1,Z-PMC,1.0,A,-1.2404623028271995,34.87598606051025
P12779868,39.7,99.0,-2.0,-6.6000000000000005,c2,5.0,0.0,0,Z-QQH,1.0,,1.966095594520519,20.28359523001012
P18851404,52.5,104.0,,-2.2,c4,2.0,0.0,1,Z-OLH,1.0,A,0.5018347106918268,34.66744718105079
P44904587,46.2,73.0,-24.000000000000004,-7.6,c2,2.0,1.0,0,Z-DYS,1.0,A,-0.1833548645746296,27.601856879333337
P41733361,61.400000000000006,94.0,-0.1,5.4,?,3.0,1.0,0,Z-VBE,1.0,A,1.2555456092026755,44.65953980285581
P75284235,52.8,,4.5,4.3,c3,2.0,0.0,0,Z-AHP,1.0,A,0.1990361906895286,34.91347006021159
P53533342,60.1,120.0,-2.2,-6.9,c1,4.0,0.0,1,Z-RTP,1.0,A,-0.007459245738112,43.122046036947275
P15073650,44.1,60.0,6.7,-3.1,c3,1.0,1.0,0,Z-UHL,1.0,A,-0.7137950525367754,25.199179552173263
P50337588,50.6,115.0,4.3,-0.4,c2,4.0,0.0,1,Z-SSE,1.0,B,-1.322333271086278,32.5052900621975
P61253347,42.3,96.0,-0.4,,c1,3.0,0.0,0,Z-UAG,1.0,A,-0.4686024965685995,
P67713452,46.8,86.0,-1.5,-5.6000000000000005,c2,4.0,0.0,0,Z-LVV,1.0,,1.4520331815539913,
P13382860,48.1,73.0,-1.8,7.6,c4,2.0,0.0,0,Z-KBE,1.0,A,0.3730347014837252,29.641061995298337
P71253409,44.3,110.0,2.4000000000000004,-6.5,c3,1.0,1.0,0,Z-NEQ,,A,0.4713752483770977,
P22040111,40.400000000000006,110.0,3.3000000000000003,1.5,c3,4.0,,1,Z-JDT,1.0,A,-1.4792366866380544,21.060474270388745
P77299843,38.8,90.0,2.3000000000000003,-0.1,c1,1.0,1.0,1,Z-WME,1.0,A,2.97235191232591,
P77646746,31.4,71.0,-0.7000000000000001,,c3,3.0,1.0,0,Z-CBO,1.0,A,-0.3539395985569213,
P58228129,41.7,,6.0,-4.5,c3,4.0,0.0,0,Z-WQT,1.0,A,0.2678214380906453,22.49288182846888
P79510506,134.51867350217316,122.0,2.7,0.6000000000000001,c5,5.0,0.0,1,Z-BDZ,1.0,A,1.944923833300832,37.6474450700466
P12695215,37.4,62.0,-2.4000000000000004,-2.9000000000000004,c3,2.0,0.0,0,Z-PSD,1.0,A,0.1186932636887563,17.613513211880452
P42996503,39.2,48.0,5.7,6.4,c1,,0.0,1,Z-QNV,1.0,A,-2.13273619336993,19.686894383720254
P79267597,64.5,155.0,3.5,3.5,c5,4.0,0.0,0,Z-PMV,1.0,A,0.8209571933644161,48.11808714109624
P90857878,45.1,64.0,1.6,5.0,?,5.0,1.0,0,Z-IFL,1.0,A,-1.3858222554688877,26.271535551365716
P80481517,52.7,54.0,2.9000000000000004,-7.7,c1,4.0,1.0,0,Z-HLF,1.0,A,-0.0965154885798168,34.88941408248352
P95534658,-24.01867350217315,144.0,36.0,0.5,c3,1.0,0.0,0,Z-MNQ,1.0,A,0.3602355976499801,37.78085431850445
P75646885,55.5,62.0,2.1,10.8,c1,5.0,0.0,1,Z-MZN,1.0,A,1.5543238877548502,
P49380231,38.0,69.0,42.0,6.6000000000000005,c3,1.0,0.0,1,Z-TYB,1.0,A,1.7796401348731985,18.299171924527464
P42150032,48.3,68.0,30.0,-5.2,c1,2.0,1.0,1,Z-FLA,1.0,A,1.6300067944559913,29.920462880904587
P89820350,37.2,59.0,2.7,1.2000000000000002,c3,2.0,1.0,0,Z-FJZ,1.0,A,-0.4025454044567794,17.43595457433447
P66388328,69.7,193.0,2.6,-3.8,c1,3.0,0.0,0,Z-MZH,1.0,A,-0.290326837564848,54.01686073019291
,37.4,76.0,5.1000000000000005,1.0,c4,2.0,0.0,1,Z-WPW,1.0,A,0.5843196796967096,
P98413059,41.8,96.0,0.3,,c1,1.0,,1,Z-BMG,1.0,A,0.4875727478937126,22.569438030171614
P76614077,41.8,,3.2,5.300000000000001,c1,4.0,1.0,1,Z-EJE,1.0,A,-0.4436663625369153,22.63459230642646
P95261144,38.2,63.0,4.9,-3.7,c1,3.0,1.0,0,Z-GGZ,1.0,A,-0.1234513695198692,18.53005570949408
p63668071,61.0,148.0,6.800000000000001,1.1,c2,3.0,0.0,0,Z-QTU,1.0,A,-1.2306069296644695,44.173345187808906
P74740744,69.5,143.0,7.5,4.9,c3,4.0,1.0,0,Z-HJS,1.0,A,-0.5013945643364262,53.80203110975146
P73012984,,114.0,-0.8,,c2,5.0,0.0,1,Z-TXH,1.0,A,-1.6506237243476836,27.718257926186443
P71490651,39.6,63.0,3.6,2.8000000000000003,c2,2.0,0.0,1,Z-MTV,1.0,A,0.4066416640975212,20.11619167840031
P16053271,32.300000000000004,82.0,5.1000000000000005,-0.4,c4,2.0,1.0,1,Z-YZA,1.0,A,-0.3823372333865416,11.86767051146581
P97444460,48.2,97.0,6.0,2.1,c2,5.0,0.0,1,Z-RMT,1.0,A,1.863347332294014,29.803021533301088
P97132835,47.6,127.0,-2.1,-6.800000000000001,c2,3.0,,1,,1.0,A,0.3912280974052778,29.15271119154701
P52005464,44.900000000000006,77.0,-0.1,-3.2,?,2.0,0.0,0,Z-CUC,1.0,A,0.2415804892083967,
,51.900000000000006,158.0,3.7,4.6000000000000005,c5,2.0,0.0,0,Z-KPH,1.0,A,0.3510831745597491,
P86426579,53.3,115.0,,-1.2000000000000002,c1,5.0,0.0,1,Z-QTO,1.0,A,0.7808152575880424,35.55655828533938
P25919107,52.7,101.0,-2.0,-6.300000000000001,c1,3.0,1.0,1,Z-JZG,1.0,A,0.0739711340971248,34.90774932144111
P18513200,47.6,90.0,,6.300000000000001,?,5.0,1.0,1,Z-UNI,1.0,A,-1.3287403360784058,29.154876152283617
P56495513,,,4.5,6.800000000000001,?,3.0,0.0,0,Z-GYG,1.0,A,-0.6898081294323852,22.085403533831645
P67622746,55.5,92.0,5.800000000000001,3.5,c1,3.0,1.0,1,Z-ETJ,1.0,A,-0.2049874134057955,37.99249788026045
P61560976,50.3,119.0,4.9,1.6,c4,5.0,0.0,1,Z-GTE,1.0,A,0.7721536336031147,32.11262383479377
P42938596,57.3,112.0,5.7,10.9,c1,2.0,0.0,0,Z-DGD,1.0,A,1.1449644798924898,39.99521772351185
P26014077,56.5,163.0,1.8,6.800000000000001,c3,4.0,,0,Z-BXH,1.0,A,1.2240032936695708,39.11067994525008
P61320029,38.8,70.0,3.4000000000000004,-5.0,,3.0,0.0,1,Z-CFT,1.0,A,0.4686196835407024,19.20414137857596
P35868578,38.7,78.0,4.1000000000000005,7.1000000000000005,,5.0,0.0,1,Z-LXG,1.0,A,0.5197233418556757,19.092000132881573
P43968505,44.1,78.0,5.4,10.4,c2,3.0,1.0,1,Z-QUH,1.0,A,-0.8030215733991555,25.200133531335243
P92362969,41.7,137.0,-0.1,1.1,c1,2.0,0.0,1,Z-PEC,1.0,A,1.7599697493021274,22.493611325383988
P59557942,56.2,72.0,-59.0,-8.8,?,4.0,0.0,1,Z-KBE,,A,-0.7523707868167413,
P38918948,53.0,108.0,3.1,-0.4,c1,5.0,1.0,1,?,1.0,A,-0.6276342931968594,35.16178708389126
p11560782,,124.0,4.9,9.9,c2,5.0,1.0,0,Z-BBA,1.0,A,0.2711598559044205,41.8926559440678
P50069409,53.3,75.0,5.1000000000000005,6.4,c1,3.0,1.0,1,Z-JMY,1.0,A,0.14028550502673,35.56838135669827
P72463070,51.8,174.0,6.1000000000000005,6.1000000000000005,c2,3.0,1.0,0,Z-DCT,1.0,A,-0.4306314261488065,33.87784623686032
p20036124,59.8,91.0,3.4000000000000004,11.3,c2,1.0,0.0,0,Z-MTP,1.0,A,0.390158187395773,
P28918130,53.900000000000006,108.0,,-4.0,c2,1.0,0.0,1,Z-JJW,1.0,A,0.8913360182886699,36.227546057615434
P61204515,50.7,147.0,5.4,2.8000000000000003,c1,5.0,0.0,0,Z-RCA,1.0,A,0.762234296356924,32.61290867093947
P30495888,62.0,110.0,3.8,2.5,c2,4.0,0.0,0,Z-BCC,1.0,A,-1.5251345174721842,45.32407730537616
P73083294,51.1,106.0,0.5,-2.1,c5,3.0,1.0,1,Z-UYP,1.0,A,0.1146217974346301,33.03662794837511
P80075401,47.7,,-0.4,-9.7,c2,3.0,1.0,0,Z-UEG,1.0,A,-1.1533434408449963,29.260934555738704
P76678821,43.5,88.0,25.0,4.800000000000001,c3,1.0,0.0,0,Z-XRS,1.0,A,-0.2939214374548932,24.459590671001152
P92147470,55.8,139.0,7.300000000000001,1.6,c1,3.0,1.0,0,Z-FSN,1.0,A,1.235491291559076,38.3272291314087
P30935075,,106.0,-0.6000000000000001,-5.4,c1,5.0,0.0,1,Z-JES,1.0,A,0.3838159758214158,43.13345487658222
P45450203,49.8,28.0,2.1,,c5,3.0,1.0,1,Z-VDS,,A,-1.943417777173624,31.54471338709913
P43232011,60.6,117.0,0.3,-2.3000000000000003,c3,3.0,1.0,0,Z-QZR,1.0,A,,43.771240614018545
P65515465,34.4,76.0,4.800000000000001,,c3,2.0,0.0,0,Z-ALM,1.0,A,1.6094724242212626,14.269864712255815
P68896344,49.7,105.0,40.0,6.0,c2,1.0,0.0,0,Z-SJP,1.0,,0.2113677249922503,
P23900913,49.8,95.0,-5.0,2.9000000000000004,c3,2.0,0.0,0,Z-IPT,1.0,A,-0.6819344206621742,
P97565578,44.3,67.0,3.9,0.7000000000000001,c5,1.0,0.0,1,Z-VPC,1.0,A,0.8392727976154379,25.457050648333876
p42101011,69.2,126.0,-3.0000000000000004,-4.4,c1,3.0,0.0,0,Z-YYU,1.0,A,0.4067522615678079,53.45474934183686
P79282517,49.6,,0.6000000000000001,-1.6,c1,5.0,1.0,1,Z-LMM,1.0,A,0.3567646700207933,31.40426630580115
P23659376,46.900000000000006,94.0,-1.5,-6.7,c4,2.0,0.0,0,Z-DIL,1.0,A,2.246414617393605,28.3304230555601
P29732465,50.400000000000006,118.0,3.4000000000000004,1.3,c1,,1.0,0,Z-SUO,1.0,?,2.6593757663711055,32.23365902090155
P90127019,34.1,46.0,2.3000000000000003,-3.6,c2,1.0,0.0,0,Z-ACS,,A,-0.2633305406727041,13.974676353267531
p15896377,44.1,82.0,2.4000000000000004,9.5,c1,3.0,0.0,0,Z-NFV,1.0,A,-0.1967069259849298,25.161188671895765
P44586132,58.0,87.0,3.6,2.1,c2,4.0,0.0,1,Z-VUT,1.0,A,0.4090834338928246,40.84915972500863
P39531421,45.1,127.0,7.300000000000001,2.5,c2,2.0,0.0,0,Z-BLY,1.0,A,,
p70457608,43.5,47.0,4.9,5.7,c1,1.0,0.0,1,Z-UED,1.0,A,0.2076500353430246,
P41845865,,,4.6000000000000005,-2.8000000000000003,c1,2.0,0.0,0,Z-KIN,1.0,A,-0.8419759258268231,43.7857307286296
P34482147,60.900000000000006,128.0,4.6000000000000005,-0.6000000000000001,c2,1.0,1.0,0,Z-MUN,,A,-0.5595349551938652,44.06228960856646
P61145434,54.3,115.0,6.0,5.5,c2,5.0,1.0,0,Z-MXA,1.0,A,,36.65291424945027
p81090049,46.5,31.0,-12.000000000000002,-2.1,c3,1.0,0.0,0,Z-DDH,1.0,A,1.61421376021977,27.903943993651993
P42897048,48.2,43.0,,6.9,c3,1.0,0.0,0,Z-QYB,1.0,A,-1.4262541963861357,29.84476041395309
P33088409,43.7,93.0,40.0,-9.7,c1,4.0,1.0,0,Z-HAG,1.0,A,-1.3811099943820864,
?,42.2,62.0,4.1000000000000005,5.4,c2,2.0,1.0,1,Z-OXU,1.0,A,0.0808860118866045,23.047041928742196
P21149767,41.8,69.0,46.00000000000001,0.1,c4,2.0,1.0,1,Z-LWX,1.0,A,,22.60025160522411
P98076560,45.2,81.0,4.0,-3.1,c2,2.0,1.0,0,Z-HWV,1.0,A,-0.0973167965952533,26.437510338933137
p64219627,41.900000000000006,58.0,4.6000000000000005,-4.800000000000001,c4,5.0,0.0,0,Z-ZRX,1.0,A,-0.6269080901918248,22.687511083837293
P55803326,37.6,46.0,4.4,,c5,5.0,,1,Z-JDU,1.0,A,-0.5437692170023845,17.92665393311166
P78412470,51.900000000000006,103.0,-2.3000000000000003,3.1,?,5.0,1.0,1,Z-FCD,1.0,A,0.7752531980425228,33.974624027785154
P56226176,52.0,52.0,4.9,6.800000000000001,c1,2.0,1.0,1,Z-FRF,1.0,A,1.6597750428776077,34.11136022804094
P28446798,63.8,110.0,5.4,,c1,2.0,1.0,0,Z-RGV,1.0,A,0.0229791121915482,
P18941801,44.8,73.0,-4.0,-5.6000000000000005,,4.0,0.0,0,Z-AWY,1.0,A,-0.5187042761420815,25.984954684807676
P40040947,52.5,104.0,1.1,-0.2,c3,4.0,0.0,0,Z-SUT,1.0,A,0.1970470395802611,
,52.7,169.0,6.300000000000001,-2.8000000000000003,c1,2.0,0.0,0,Z-VTN,1.0,A,,
P33380946,48.1,70.0,5.6000000000000005,-3.4000000000000004,c5,3.0,1.0,1,Z-WCJ,1.0,A,-0.4431681063247695,29.715461949870203
P73600317,,121.0,1.5,-1.0,c3,2.0,0.0,0,Z-ZER,1.0,A,-0.8099487422239401,38.69900229874708
P12590445,56.400000000000006,117.0,-3.8,-10.7,c5,1.0,0.0,1,Z-RWJ,1.0,A,-0.2726680415781162,38.97706268165643
P81570266,52.8,120.0,-0.5,-5.7,c2,3.0,0.0,1,Z-TRD,1.0,A,-0.6526282368659816,34.94669985677786
?,48.1,91.0,-0.8,,c1,5.0,1.0,1,,1.0,A,-0.1032191317937167,29.69924265456984
P71802793,47.3,134.0,5.5,8.6,c1,5.0,1.0,0,Z-ZLW,1.0,A,-0.4708856748930431,28.782229023009187
P14574165,,282.87622654021936,3.6,1.6,c3,1.0,0.0,0,Z-LOX,1.0,,1.10529402619633,19.69021491082647
P41422850,43.7,285.3924415912851,4.3,-3.6,c1,2.0,1.0,1,Z-CVD,1.0,A,0.143751170105544,24.746739992440773
p65073919,45.2,54.0,-1.4,-10.5,c4,1.0,0.0,0,Z-MEL,1.0,A,-0.0396686675464381,26.401932284884808
P75807925,41.2,88.0,-0.8,-1.8,c1,2.0,0.0,1,Z-QRT,1.0,A,2.032532003803291,21.88425413813509
P66442399,53.7,,2.1,-2.4000000000000004,c3,2.0,,1,Z-PON,1.0,A,2.192575978409435,35.95931570018898
P48405276,59.7,93.0,3.6,2.0,c2,1.0,1.0,1,Z-MHB,1.0,A,0.0375958190091992,
P57715379,42.900000000000006,71.0,,3.3000000000000003,c3,5.0,1.0,0,Z-NEQ,1.0,A,-0.2653205379784023,23.82743810903765
P76111146,52.400000000000006,103.0,-1.9,-3.5,c3,4.0,1.0,1,Z-DGE,1.0,A,-0.9613274232468376,
P13821959,41.900000000000006,99.0,3.1,6.2,c1,5.0,0.0,1,Z-CDD,1.0,A,0.4244167071225239,22.69299974423261
